passengerId,teleportId,from,to,date
58942,3,jv,ec,1997-01-01
49445,3,jv,ec,1997-01-01
11094,3,jv,ec,1997-01-01
71726,3,jv,ec,1997-01-01
21921,3,jv,ec,1997-01-01
36307,3,jv,ec,1997-01-01
61651,3,jv,ec,1997-01-01
56477,3,jv,ec,1997-01-01
6957,3,jv,ec,1997-01-01
3532,4,hz,yq,1997-01-01
1539,4,hz,yq,1997-01-01
78006,4,hz,yq,1997-01-01
58484,4,hz,yq,1997-01-01
37887,4,hz,yq,1997-01-01
5092,4,hz,yq,1997-01-01
16932,4,hz,yq,1997-01-01
89189,4,hz,yq,1997-01-01
94402,4,hz,yq,1997-01-01
36253,4,hz,yq,1997-01-01
69367,4,hz,yq,1997-01-01
96815,4,hz,yq,1997-01-01
73488,4,hz,yq,1997-01-01
20965,4,hz,yq,1997-01-01
56214,4,hz,yq,1997-01-01
27381,4,hz,yq,1997-01-01
38526,4,hz,yq,1997-01-01
90620,4,hz,yq,1997-01-01
56083,4,hz,yq,1997-01-01
11183,4,hz,yq,1997-01-01
44259,4,hz,yq,1997-01-01
31437,4,hz,yq,1997-01-01
66987,4,hz,yq,1997-01-01
15060,4,hz,yq,1997-01-01
84627,4,hz,yq,1997-01-01
40306,4,hz,yq,1997-01-01
2889,4,hz,yq,1997-01-01
25731,4,hz,yq,1997-01-01
26041,4,hz,yq,1997-01-01
38808,4,hz,yq,1997-01-01
56527,4,hz,yq,1997-01-01
37103,4,hz,yq,1997-01-01
14654,4,hz,yq,1997-01-01
63088,4,hz,yq,1997-01-01
30053,4,hz,yq,1997-01-01
54553,4,hz,yq,1997-01-01
37978,4,hz,yq,1997-01-01
48892,4,hz,yq,1997-01-01
35071,4,hz,yq,1997-01-01
81414,4,hz,yq,1997-01-01
21641,4,hz,yq,1997-01-01
91736,4,hz,yq,1997-01-01
83543,4,hz,yq,1997-01-01
86725,4,hz,yq,1997-01-01
4791,4,hz,yq,1997-01-01
66691,4,hz,yq,1997-01-01
9408,4,hz,yq,1997-01-01
42693,4,hz,yq,1997-01-01
76745,4,hz,yq,1997-01-01
48878,4,hz,yq,1997-01-01
52523,4,hz,yq,1997-01-01
28702,4,hz,yq,1997-01-01
15052,4,hz,yq,1997-01-01
27303,4,hz,yq,1997-01-01
53399,4,hz,yq,1997-01-01
48088,4,hz,yq,1997-01-01
14157,4,hz,yq,1997-01-01
54836,4,hz,yq,1997-01-01
95527,4,hz,yq,1997-01-01
24119,4,hz,yq,1997-01-01
14852,4,hz,yq,1997-01-01
78554,4,hz,yq,1997-01-01
38457,4,hz,yq,1997-01-01
35333,4,hz,yq,1997-01-01
64581,4,hz,yq,1997-01-01
13239,4,hz,yq,1997-01-01
38512,4,hz,yq,1997-01-01
34570,4,hz,yq,1997-01-01
93633,4,hz,yq,1997-01-01
56113,4,hz,yq,1997-01-01
87835,4,hz,yq,1997-01-01
57894,4,hz,yq,1997-01-01
76635,4,hz,yq,1997-01-01
21307,4,hz,yq,1997-01-01
32724,4,hz,yq,1997-01-01
38396,4,hz,yq,1997-01-01
80250,4,hz,yq,1997-01-01
50745,4,hz,yq,1997-01-01
2706,4,hz,yq,1997-01-01
83970,4,hz,yq,1997-01-01
46304,4,hz,yq,1997-01-01
38287,4,hz,yq,1997-01-01
92767,4,hz,yq,1997-01-01
39329,4,hz,yq,1997-01-01
33303,4,hz,yq,1997-01-01
31703,4,hz,yq,1997-01-01
71874,4,hz,yq,1997-01-01
26236,4,hz,yq,1997-01-01
9879,4,hz,yq,1997-01-01
24506,4,hz,yq,1997-01-01
42532,4,hz,yq,1997-01-01
31250,4,hz,yq,1997-01-01
22141,4,hz,yq,1997-01-01
62434,4,hz,yq,1997-01-01
11649,4,hz,yq,1997-01-01
80458,4,hz,yq,1997-01-01
84385,4,hz,yq,1997-01-01
3605,4,hz,yq,1997-01-01
60116,4,hz,yq,1997-01-01
74518,4,hz,yq,1997-01-01
2980,5,as,km,1997-01-02
32043,5,as,km,1997-01-02
44390,5,as,km,1997-01-02
44217,5,as,km,1997-01-02
69022,5,as,km,1997-01-02
60182,5,as,km,1997-01-02
55602,5,as,km,1997-01-02
9333,5,as,km,1997-01-02
57497,5,as,km,1997-01-02
74699,5,as,km,1997-01-02
81996,5,as,km,1997-01-02
32791,5,as,km,1997-01-02
41311,5,as,km,1997-01-02
49276,5,as,km,1997-01-02
80597,5,as,km,1997-01-02
48662,5,as,km,1997-01-02
34703,5,as,km,1997-01-02
80226,5,as,km,1997-01-02
25984,5,as,km,1997-01-02
32714,5,as,km,1997-01-02
93507,5,as,km,1997-01-02
15022,5,as,km,1997-01-02
66316,5,as,km,1997-01-02
23191,5,as,km,1997-01-02
54908,5,as,km,1997-01-02
37388,5,as,km,1997-01-02
93312,5,as,km,1997-01-02
67826,5,as,km,1997-01-02
97676,5,as,km,1997-01-02
13978,5,as,km,1997-01-02
65671,5,as,km,1997-01-02
51701,5,as,km,1997-01-02
65841,5,as,km,1997-01-02
90074,5,as,km,1997-01-02
3994,5,as,km,1997-01-02
61772,5,as,km,1997-01-02
34264,5,as,km,1997-01-02
43842,5,as,km,1997-01-02
51591,5,as,km,1997-01-02
39512,5,as,km,1997-01-02
49786,5,as,km,1997-01-02
90958,5,as,km,1997-01-02
90429,5,as,km,1997-01-02
70022,5,as,km,1997-01-02
44861,5,as,km,1997-01-02
84683,5,as,km,1997-01-02
71097,5,as,km,1997-01-02
55940,5,as,km,1997-01-02
91874,5,as,km,1997-01-02
57177,5,as,km,1997-01-02
80707,5,as,km,1997-01-02
46485,5,as,km,1997-01-02
15386,5,as,km,1997-01-02
26484,5,as,km,1997-01-02
43173,5,as,km,1997-01-02
84049,5,as,km,1997-01-02
63624,5,as,km,1997-01-02
65168,5,as,km,1997-01-02
9952,5,as,km,1997-01-02
55839,5,as,km,1997-01-02
79433,5,as,km,1997-01-02
71069,5,as,km,1997-01-02
32038,5,as,km,1997-01-02
95916,5,as,km,1997-01-02
20507,5,as,km,1997-01-02
25008,5,as,km,1997-01-02
92791,5,as,km,1997-01-02
14076,5,as,km,1997-01-02
74728,5,as,km,1997-01-02
20840,5,as,km,1997-01-02
20342,5,as,km,1997-01-02
61430,5,as,km,1997-01-02
53947,5,as,km,1997-01-02
17904,5,as,km,1997-01-02
50941,5,as,km,1997-01-02
84245,5,as,km,1997-01-02
13352,5,as,km,1997-01-02
24468,5,as,km,1997-01-02
41695,5,as,km,1997-01-02
62244,5,as,km,1997-01-02
58397,5,as,km,1997-01-02
69402,5,as,km,1997-01-02
4399,5,as,km,1997-01-02
63625,5,as,km,1997-01-02
39451,5,as,km,1997-01-02
5816,5,as,km,1997-01-02
20405,5,as,km,1997-01-02
36819,5,as,km,1997-01-02
73785,5,as,km,1997-01-02
15196,5,as,km,1997-01-02
14064,5,as,km,1997-01-02
32678,5,as,km,1997-01-02
79833,5,as,km,1997-01-02
36129,5,as,km,1997-01-02
5611,5,as,km,1997-01-02
88661,5,as,km,1997-01-02
16015,5,as,km,1997-01-02
51746,5,as,km,1997-01-02
37703,5,as,km,1997-01-02
23964,5,as,km,1997-01-02
25672,6,oo,qi,1997-01-02
94145,6,oo,qi,1997-01-02
39171,6,oo,qi,1997-01-02
7067,6,oo,qi,1997-01-02
90115,6,oo,qi,1997-01-02
71514,6,oo,qi,1997-01-02
86204,6,oo,qi,1997-01-02
36270,6,oo,qi,1997-01-02
28655,6,oo,qi,1997-01-02
75856,6,oo,qi,1997-01-02
43315,6,oo,qi,1997-01-02
42150,6,oo,qi,1997-01-02
53319,6,oo,qi,1997-01-02
11066,6,oo,qi,1997-01-02
50735,6,oo,qi,1997-01-02
48471,6,oo,qi,1997-01-02
2222,6,oo,qi,1997-01-02
59709,6,oo,qi,1997-01-02
64507,6,oo,qi,1997-01-02
86133,6,oo,qi,1997-01-02
64243,6,oo,qi,1997-01-02
20482,6,oo,qi,1997-01-02
63497,6,oo,qi,1997-01-02
62464,6,oo,qi,1997-01-02
62316,6,oo,qi,1997-01-02
57070,6,oo,qi,1997-01-02
84189,6,oo,qi,1997-01-02
13548,6,oo,qi,1997-01-02
32508,6,oo,qi,1997-01-02
64788,6,oo,qi,1997-01-02
58267,6,oo,qi,1997-01-02
83541,6,oo,qi,1997-01-02
71187,6,oo,qi,1997-01-02
10547,6,oo,qi,1997-01-02
29984,6,oo,qi,1997-01-02
90799,6,oo,qi,1997-01-02
40094,6,oo,qi,1997-01-02
40896,6,oo,qi,1997-01-02
68549,6,oo,qi,1997-01-02
66507,6,oo,qi,1997-01-02
55403,6,oo,qi,1997-01-02
51870,6,oo,qi,1997-01-02
87046,6,oo,qi,1997-01-02
60440,6,oo,qi,1997-01-02
32113,6,oo,qi,1997-01-02
21387,6,oo,qi,1997-01-02
81649,6,oo,qi,1997-01-02
4953,6,oo,qi,1997-01-02
21026,6,oo,qi,1997-01-02
7103,6,oo,qi,1997-01-02
70238,6,oo,qi,1997-01-02
54712,6,oo,qi,1997-01-02
73305,6,oo,qi,1997-01-02
20314,6,oo,qi,1997-01-02
36033,6,oo,qi,1997-01-02
93207,6,oo,qi,1997-01-02
417,6,oo,qi,1997-01-02
47168,6,oo,qi,1997-01-02
9951,6,oo,qi,1997-01-02
80149,6,oo,qi,1997-01-02
47714,6,oo,qi,1997-01-02
43804,6,oo,qi,1997-01-02
23650,6,oo,qi,1997-01-02
27409,6,oo,qi,1997-01-02
49541,6,oo,qi,1997-01-02
76209,6,oo,qi,1997-01-02
46710,6,oo,qi,1997-01-02
31030,6,oo,qi,1997-01-02
39201,6,oo,qi,1997-01-02
43721,6,oo,qi,1997-01-02
40138,6,oo,qi,1997-01-02
5379,6,oo,qi,1997-01-02
38899,6,oo,qi,1997-01-02
96751,6,oo,qi,1997-01-02
57850,6,oo,qi,1997-01-02
92522,6,oo,qi,1997-01-02
94946,6,oo,qi,1997-01-02
90028,6,oo,qi,1997-01-02
11176,6,oo,qi,1997-01-02
23117,6,oo,qi,1997-01-02
40577,6,oo,qi,1997-01-02
48585,6,oo,qi,1997-01-02
25503,6,oo,qi,1997-01-02
44833,6,oo,qi,1997-01-02
16909,6,oo,qi,1997-01-02
20942,6,oo,qi,1997-01-02
78620,6,oo,qi,1997-01-02
74481,6,oo,qi,1997-01-02
2770,6,oo,qi,1997-01-02
16370,6,oo,qi,1997-01-02
8302,6,oo,qi,1997-01-02
92225,6,oo,qi,1997-01-02
49462,6,oo,qi,1997-01-02
36110,6,oo,qi,1997-01-02
85175,6,oo,qi,1997-01-02
41940,6,oo,qi,1997-01-02
29450,6,oo,qi,1997-01-02
58353,6,oo,qi,1997-01-02
73989,6,oo,qi,1997-01-02
79284,6,oo,qi,1997-01-02
31319,7,kf,hy,1997-01-02
4540,7,kf,hy,1997-01-02
30367,7,kf,hy,1997-01-02
38979,7,kf,hy,1997-01-02
88825,7,kf,hy,1997-01-02
43914,7,kf,hy,1997-01-02
71311,7,kf,hy,1997-01-02
9873,7,kf,hy,1997-01-02
43561,7,kf,hy,1997-01-02
57433,7,kf,hy,1997-01-02
89406,7,kf,hy,1997-01-02
7226,7,kf,hy,1997-01-02
94098,7,kf,hy,1997-01-02
68445,7,kf,hy,1997-01-02
42007,7,kf,hy,1997-01-02
19080,7,kf,hy,1997-01-02
51032,7,kf,hy,1997-01-02
62618,7,kf,hy,1997-01-02
64164,7,kf,hy,1997-01-02
95258,7,kf,hy,1997-01-02
92736,7,kf,hy,1997-01-02
55526,7,kf,hy,1997-01-02
70206,7,kf,hy,1997-01-02
45192,7,kf,hy,1997-01-02
63327,7,kf,hy,1997-01-02
68385,7,kf,hy,1997-01-02
2878,7,kf,hy,1997-01-02
42133,7,kf,hy,1997-01-02
65049,7,kf,hy,1997-01-02
93995,7,kf,hy,1997-01-02
26444,7,kf,hy,1997-01-02
47300,7,kf,hy,1997-01-02
25740,7,kf,hy,1997-01-02
14380,7,kf,hy,1997-01-02
65584,7,kf,hy,1997-01-02
25713,7,kf,hy,1997-01-02
75340,7,kf,hy,1997-01-02
46357,7,kf,hy,1997-01-02
12435,7,kf,hy,1997-01-02
70283,7,kf,hy,1997-01-02
89504,7,kf,hy,1997-01-02
19367,7,kf,hy,1997-01-02
55029,7,kf,hy,1997-01-02
90390,7,kf,hy,1997-01-02
46344,7,kf,hy,1997-01-02
50186,7,kf,hy,1997-01-02
38848,7,kf,hy,1997-01-02
22256,7,kf,hy,1997-01-02
23979,7,kf,hy,1997-01-02
40630,7,kf,hy,1997-01-02
24226,7,kf,hy,1997-01-02
27704,7,kf,hy,1997-01-02
17825,7,kf,hy,1997-01-02
73688,7,kf,hy,1997-01-02
38223,7,kf,hy,1997-01-02
91537,7,kf,hy,1997-01-02
89536,7,kf,hy,1997-01-02
387,7,kf,hy,1997-01-02
8499,7,kf,hy,1997-01-02
42319,7,kf,hy,1997-01-02
16147,7,kf,hy,1997-01-02
31408,7,kf,hy,1997-01-02
93643,7,kf,hy,1997-01-02
22802,7,kf,hy,1997-01-02
88672,7,kf,hy,1997-01-02
45557,7,kf,hy,1997-01-02
23347,7,kf,hy,1997-01-02
95550,7,kf,hy,1997-01-02
88354,7,kf,hy,1997-01-02
28959,7,kf,hy,1997-01-02
25079,7,kf,hy,1997-01-02
40469,7,kf,hy,1997-01-02
36235,7,kf,hy,1997-01-02
92746,7,kf,hy,1997-01-02
56508,7,kf,hy,1997-01-02
11539,7,kf,hy,1997-01-02
48423,7,kf,hy,1997-01-02
82164,7,kf,hy,1997-01-02
60718,7,kf,hy,1997-01-02
74563,7,kf,hy,1997-01-02
36985,7,kf,hy,1997-01-02
53470,7,kf,hy,1997-01-02
54837,7,kf,hy,1997-01-02
83727,7,kf,hy,1997-01-02
7763,7,kf,hy,1997-01-02
92193,7,kf,hy,1997-01-02
40868,7,kf,hy,1997-01-02
